"","nigmsProjData.PI_IDS","nigmsProjData.PI_NAMEs"
"56376","7827619;","LYNCH, JEREMY A;"
"56377","6863009;","BERNSTEIN, KARA A;"
"56378","8592682;","HOUGHTALING, BENJAMIN;"
"56379","8558212;","SWEIGART, ANDREA L;"
"56380","7188385;","HOWELL, ELIZABETH PURDY;"
"56381","8711671;","COLLINS, KEVIN MICHAEL;"
"56382","8307805;","OH, HYANGYEE;"
"56383","7576617;","FOTI, JAMES J;"
"56384","8624521;","LEVY, SASHA F;"
"56385","6725634;","WILDES, DAVID E;"
"56386","8624506;","LEWIS, JARED C;"
"56387","8627313;","WEAVER, MICHAEL N;"
"56388","8713933;","MEYER, MICHELLE MARGARET;"
"56389","8625171;","IYER-PASCUZZI, ANJALI S;"
"56390","6367144;","LERNER, RACHEL S.;"
"56391","7255761;","NEWMAN, RHONDA A;"
"56392","8711706;","STANDLEY, STEPHANY;"
"56393","8606805;","SCHOMAKER, JENNIFER M;"
"56394","8627639;","ROSENTHAL, JOEL;"
"56395","8625807;","MELANCON, CHARLES E;"
"56396","8628804;","ALVERSON, ANDREW J;"
"56397","8628747;","SMITH, STACEY DEWITT;"
"56398","6663910;","MCCONNELL, KRISTOPHER H;"
"56399","6447766;","PROTAS, MEREDITH E;"
"56400","7005336;","DEEDS, ERIC J;"
"56401","8195526;","HANIFIN, CHARLES T;"
"56402","6360080;","SCHWARTZ, MONICA A;"
"56403","7016881;","TROUTMAN, JERRY M;"
"56404","8732965;","NORTHROP, BRIAN H;"
"56405","8737645;","ELVINGTON, SHELLEY M;"
"56406","8734145;","LALONDE, DAVID P;"
"56407","8733686;","INGOLIA, NICHOLAS T;"
"56408","8733025;","FINKELSTEIN, ILYA J;"
"56409","8736201;","LASSILA, JONATHAN K;"
"56410","8736219;","RADOSEVICH, ALEXANDER T;"
"56411","7628963;","REIG, AMANDA J.;"
"56412","6917504;","STANLEY, ANN MARIE;"
"56413","8735060;","FERREE, PATRICK MICHAEL;"
"56414","6520027;","FUCHS, STEPHEN MICHAEL;"
"56415","8498256;","SISMOUR, MICHAEL;"
"56416","8730867;","PEZZA, JOHN ANTHONY;"
"56417","8719451;","VORONINA, EKATERINA;"
"56418","8738349;","PRUNUSKE, AMY J;"
"56419","7783326;","YASUHARA, JIRO C.;"
"56420","8120179;","SINGH, NADIA D;"
"56421","8734761;","MAIFELD, SARAH V;"
"56422","8817028;","RIFKIN, SCOTT;"
"56423","3120907;","FLEMING, TINYA C;"
"56424","8831156;","MASLY, JOHN PAUL;"
"56425","8832156;","JONES, AMANDA CATHERINE;"
"56426","8802174;","THOMPSON, BETH;"
"56427","8842432;","BARLOW, CHRISTY A;"
"56428","7256523;","DOMINGUEZ, JESSICA A;"
"56429","8821672;","TEHVER, RIINA;"
"56430","6727220;","BRACE, JENNIFER LYNN;"
"56431","8832733;","LAW, MICHAEL J;"
"56432","8835891;","HAVENS, COURTNEY G;"
"56433","8839243;","GURLEY, KYLE ALAN;"
"56434","8831018;","REED, LAURA K;"
"56435","8833747;","TONZETICH, ZACHARY J;"
"56436","8836006;","LAW, JULIE ANN;"
"56437","7881458;","NG, WAI-LEUNG;"
"56438","8843797;","LI, PING;"
"56439","7768445;","CHO, SAMUEL;"
"56440","8736209;","BERMAN, ASHLEY;"
"56441","8843988;","MELNICK, JONATHAN G;"
"56442","6829010;","PENN, JILL K M;"
"56443","8858445;","OSBORNE, ROBERT LYLE;"
"56444","8859056;","COLLINS, KIMBERLY;"
"56445","8825725;","TABOR, JEFFREY JAY;"
"56446","8819203;","ELLIS, J. MICHAEL;"
"56447","8833046;","PAPAGIANNIS, CHRISTIE V.;"
"56448","6927117;","THICKMAN, KAREN R.;"
"56449","8843358;","FLANNERY, ANDREW;"
"56450","8863001;","GROSS, BRIANA LEE;"
"56451","8151565;","SEIFERT, JESSICA;"
"56452","7542211;","ZIRIN, JONATHAN D;"
"56453","2184963;","THEESFELD, CHANDRA L;"
"56454","8841042;","PESAVENTO, JAMES JOSEPH;"
"56455","8618698;","TAYLOR, CHRISTINA MARIE;"
"56456","8721302;","BALTRUS, DAVID A;"
"56457","8835989;","LINNEN, CATHERINE RAMSAY;"
"56458","7176561;","SRINIVASAN, SHRIVIDHYA;"
"56459","8618092;","JACKSON, SHAWN S;"
"56460","8954172;","OVCHINNIKOV, VICTOR;"
"56461","8951528;","MARKS, MELISSA ELLEN;"
"56462","8960079;","MIRKIN, EKATERINA;"
"56463","8963786;","LUMB, JEAN-PHILIP;"
"56464","8839146;","MYUNG, SUNNIE;"
"56465","8968741;","UNDERWOOD, WILLIAM R.;"
"56466","8962845;","TSAY, JAMES M;"
"56467","7308887;","DEAL, ROGER BANCROFT;"
"56468","9036275;","LOTESTA, STEPHEN DOMINIC;"
"56469","8624597;","GLASS, KAREN CHAMPAGNE;"
"56470","8955265;","HAMEL, DAMON JUSTIN;"
"56471","8966745;","HEEMSTRA, JOHN RICHARD;"
"56472","8958344;","OLSEN, BRADLEY DAVID;"
"56473","8507487;","PEYTON, SHELLY R;"
"56474","8961174;","DITTRICH, MARKUS;"
"56475","8967050;","FASCHING, CLARE L;"
"56476","8960281;","SYKES, MICHAEL TIMOTHY;"
"56477","8967138;","GRUBER, JONATHAN DAVID;"
"56478","8769209;","JOHNSON, AARON N;"
"56479","8965966;","ANDREWS, ANDREW JOSEPH;"
"56480","8966835;","THINES, BRYAN;"
"56481","7284615;","MOOREN, OLIVIA L.;"
"56482","8804297;","BUCK, TERESA M;"
"56483","7012817;","WEBER, GREGORY;"
"56484","6299698;","EREZYILMAZ, DENIZ FERIDE;"
"56485","8969787;","BEANE, WENDY SCOTT;"
"56486","8950088;","PETRELLA, LISA NICOLE;"
"56487","9033973;","GAO, XIANG;"
"56488","8967079;","BIRSOY, BILGE;"
"56489","8760705;","WEINGER, JOSHUA SOLOMON;"
"56490","8969558;","PAN, ALBERT CHUN;"
"56491","6646397;","CONTI, BRIAN J;"
"56492","8964937;","COONROD, EMILY;"
"56493","8951080;","NUSINOW, DMITRI ANTON;"
"56494","7015052;","O'NEILL, HEATHER A;"
"56495","8968947;","TREGO, KELLY S;"
"56496","6250936;","HALL, SARAH E;"
"56497","8599220;","VOLLES, MICHAEL J;"
"56498","9088385;","HASS, MATTHEW R.;"
"56499","9035743;","LEWIS, PETER W;"
"56500","7129277;","HIGA, LEIGH ANN AKI;"
"56501","9038487;","FIORI, KRISTIN WILLIAMS;"
"56502","8963442;","COBLITZ, BRIAN;"
"56503","9177239;","TYO, KEITH EDWARD JAGGARD;"
"56504","9177239;","TYO, KEITH EDWARD JAGGARD;"
"56505","8828900;","GARB, JESSICA;"
"56506","7881846;","SHIRANGI, TROY R;"
"56507","8968427;","SNELL-ROOD, EMILIE;"
"56508","8960278;","LUTTERSCHMIDT, DEBORAH I.;"
"56509","8503476;","ANNAMALAI, VENKATACHALAM RAJA;"
"56510","6900225;","TAUROG, REBECCA ETHEL;"
"56511","8843491;","IVANOV, STANIMIR STEFANOV;"
"56512","6938241;","ROSENBERG, MIRIAM I;"
"56513","9158841;","WOLLACOTT, RACHEL BEHAN;"
"56514","9163780;","WOOD, CHRISTOPHER R;"
"56515","9163248;","BROWN, MICHAEL KEVIN;"
"56516","9130531;","STANLEY, LEVI MICHAEL;"
"56517","9177607;","MOSES, DANA NOVAK;"
"56518","6694748;","GORDON, MATTHEW PAUL;"
"56519","9164574;","EARLEY, KEITH WILLIAM;"
"56520","7313293;","CLARK, NATHANIEL;"
"56521","9164762;","MEINHOLD, DERRICK WALTER;"
"56522","9159139;","VAN WYNSBERGHE, ADAM WAYNE;"
"56523","8832239;","ADA-NGUEMA, AUDE S;"
"56524","9182825;","NICHOLS, JASON MICHAEL;"
"56525","9179190;","STAFFORD, RYAN LEONARD;"
"56526","9198781;","CURTIS, PATRICK;"
"56527","9168212;","MIYASHIRO, TIMOTHY;"
"56528","9180790;","KELLEY, RICHARD F.;"
"56529","9174816;","BALSKUS, EMILY PATRICIA;"
"56530","8952758;","CHEN, IRWIN;"
"56531","9145075;","LAROCQUE KAPPAS, JEANNINE;"
"56532","9182546;","SHEU, ERIC GARLAND;"
"56533","9160768;","WILDSCHUTTE, HANS;"
"56534","9164775;","DODSON, GERALD EDWARD;"
"56535","9161829;","VON STETINA, STEPHEN E;"
"56536","9175194;","HYUN, JOOGYUNG;"
"56537","9163637;","HINES, JUSTIN KEITH;"
"56538","8766523;","NODINE, MICHAEL D;"
"56539","9171451;","ADLER, CAROLYN ELIZABETH;"
"56540","6910860;","FUNG, CINDY;"
"56541","9197469;","UPDIKE, DUSTIN LYNN;"
"56542","7553953;","BOETTNER, DOUGLAS ROBB;"
"56543","9156894;","DOWNEY, CHRISTOPHER DALE;"
"56544","9160668;","FOWLER, DOUGLAS M;"
"56545","8875706;","FISHER, HEIDI S;"
"56546","9219108;","HO, WILLIAM;"
"56547","9302586;","SIMPSON, DINEE C.;"
"56548","8286800;","HITCHLER, MICHAEL J;"
"56549","9296449;","STAINS, CLIFF;"
"56550","9291924;","BRINSMADE, SHAUN R;"
"56551","9299820;","LAVALLO, VINCENT;"
"56552","9259435;","WILDENBERG, GREGG;"
"56553","9295108;","MYERS, MARGARET;"
"56554","6762634;","PFAFF, KATHLEEN LINDAHL;"
"56555","9287874;","PLUTH, MICHAEL;"
"56556","9294456;","SHENVI, RYAN ASHOK;"
"56557","9293718;","KENAH, EBEN;"
"56558","9288474;","VITALINI, MICHAEL WILLIAM;"
"56559","9288025;","DERDOWSKI, AARON;"
"56560","9272679;","FLEISCHHACKER, ANGELA SUE;"
"56561","8834028;","ALTMAN, RYAN A;"
"56562","9294473;","PERRY, GEORGE HERBERT;"
"56563","9225494;","IDERAABDULLAH, FOLAMI Y;"
"56564","9306733;","HART, KELSEY;"
"56565","9295430;","ROUX, MICHELLE MARIE;"
"56566","9314761;","BARBERA, ANDREW JAMES;"
"56567","8320609;","OLZMANN, JAMES A;"
"56568","9144659;","ABLES, ELIZABETH TWEEDIE;"
"56569","9296854;","GUERRERO, CARLOS ARIEL;"
"56570","9295464;","OLSON, BRADLEY J.S.C.;"
"56571","9298570;","KECK, JAMIE MICHELLE;"
"56572","7921500;","PRICE, JOSHUA L;"
"56573","9228880;","LEVINE, MINDY;"
"56574","9323511;","ARMSTRONG, ANTHONY ALAN;"
"56575","9328742;","CHAPMAN, ELISABETH J;"
"56576","9176779;","COLMENARES, SERAFIN URO;"
"56577","6293862;","ARNEGARD, MATTHEW E;"
"56578","7985703;","KEENE, ALEX C;"
"56579","9302265;","BARTEL, REBECCA ANNE;"
"56580","9008749;","JAEHNIG, ERIC;"
"56581","8927884;","DICHIARA, JEANNE M;"
"56582","6293239;","DONATO, JUSTIN JOSEPH;"
"56583","9293065;","MEISEL, RICHARD P.;"
"56584","2089874;","GUNASEKARAN, MUTHUKUMARAN NONE;"
"56585","1887899;","HALBERG, FRANZ;"
"56586","2054061;","HSIA, HENRY C;"
"56587","7938827;","MURPHEY, ERLE D;"
"56588","7941754;","WEI, HUAFENG;"
"56589","8031499;","RAGHAVENDRAN, KRISHNAN;"
"56590","6914396;","LEVY, RICHARD J;"
"56591","1869837;","KRASOWSKI, MATTHEW D;"
"56592","6269597;","MINTER, REBECCA MANGET;"
"56593","7741407;","CARVER, DEBORAH J;"
"56594","7437395;","ANEJA, RAJESH K;"
"56595","7898033;","CULLEY, DEBORAH J;"
"56596","8365419;","KELZ, MAX;"
"56597","7169727;","STEPHENS, MICHAEL C;"
"56598","8360364;","WHEELER, DEREK S;"
"56599","8463352;","MOHR, ALICIA M;"
"56600","2054137;","HEMMILA, MARK RICHARD;"
"56601","1923853;","DALEY, JEAN MARIE;"
"56602","1895013;","VICTORINO, GREGORY P;"
"56603","8161616;","HO, RICHARD HSINSHIN;"
"56604","8788154;","SINGBARTL, KAI;"
"56605","7849307;","PORITZ, LISA S;"
"56606","8343321;","ALAISH, SAMUEL M;"
"56607","8871087;","HOTH, JAMES JASON;"
"56608","7808697;","FREDENBURGH, LAURA ELIZABETH;"
"56609","8336961;","NGUYEN, TRUNG CHANH;"
"56610","8659456;","PRYOR, KANE;"
"56611","8425620;","COTTEN, JOSEPH F;"
"56612","9037458;","MUENZER, JARED THOMAS;"
"56613","8869015;","LEVINSON, HOWARD;"
"56614","9017027;","COHEN, MITCHELL;"
"56615","2228775;","DYKSTRA, LINDA A;"
"56616","1884806;","EATON, DOUGLAS C.;"
"56617","8513431;","STRAUSFELD, NICHOLAS;"
"56618","1920810;","MICHAELIS, MARY L.;"
"56619","1887447;","BRUNTON, LAURENCE L.;"
"56620","1887439;","TRACHTE, GEORGE J;"
"56621","1858050;","MOORE, CLAIRE L;"
"56622","1877881;","PATERSON, YVONNE J;"
"56623","1886512;","WRIGHT, CYNTHIA F.;"
"56624","8530194;","CALARCO, PATRICIA G;"
"56625","7353762;","SLAUGHTER, GAYLE;"
"56626","7838044;","SEVRANSKY, JONATHAN E;"
"56627","1950585;","SCHWARTZ, SUZANNE B;"
"56628","8260558;","JONES, ALAN E;"
"56629","7947954;","ILFELD, BRIAN M;"
"56630","8501045;","TRZECIAK, STEPHEN WALTER;"
"56631","8041213;","YENDE, SACHIN;"
"56632","9111045;","ZARZAUR, BEN L;"
"56633","7080621;","FERO, MICHAEL JOHN;"
"56634","8135882;","HUANG, KERWYN C;"
"56635","8541082;","CARTER, GREGORY W;"
"56636","8236762;","WEINBERGER, LEOR S;"
"56637","9244496;","DOGIC, ZVONIMIR;"
"56638","9245643;","KOSCHWANEZ, JOHN H;"
"56639","9226309;","MEHTA, PANKAJ;"
"56640","6846572;","JEWETT, MICHAEL C;"
"56641","7889178;","MURRAY, JOHN ISAAC;"
"56642","8897254;","BARDY, SONIA L;"
"56643","8891689;","TAGA, MICHIKO E.;"
"56644","9093607;","CHIEN, PETER;"
"56645","9105946;","AL-BASSAM, JAWDAT MH;"
"56646","9021471;","MACQUEEN, AMY JOY;"
"56647","8498969;","STEWART, IAN C;"
"56648","2048092;","HONGAY, CINTIA FABIANA;"
"56649","6938740;","BENANTI, JENNIFER A;"
"56650","9221954;","WANG, DONG;"
"56651","1861158;","RETTIE, ALLAN EDWARD;"
"56652","1861158;","RETTIE, ALLAN EDWARD;"
"56653","1883179;","KUNZE, KENT L;"
"56654","1879844;","ATKINS, WILLIAM M;"
"56655","1861158;","RETTIE, ALLAN EDWARD;"
"56656","7780808;","WAGNER, GERHARD;"
"56657","7780808;","WAGNER, GERHARD;"
"56658","7780808;","WAGNER, GERHARD;"
"56659","6966304;","WALSH, CHRISTOPHER T;"
"56660","1885291;","CHOU, JAMES J;"
"56661","7780808;","WAGNER, GERHARD;"
"56662","7780808;","WAGNER, GERHARD;"
"56663","1862673;","STEINBACH, JOSEPH H.;"
"56664","1945362;","COVEY, DOUGLAS F;"
"56665","1862673;","STEINBACH, JOSEPH H.;"
"56666","1881390;","EVERS, ALEX S.;"
"56667","1893416;","ZORUMSKI, CHARLES F;"
"56668","1881390;","EVERS, ALEX S.;"
"56669","1945362;","COVEY, DOUGLAS F;"
"56670","1897194;","OLIVERA, BALDOMERO M;"
"56671","1893323;","MCINTOSH, J MICHAEL;"
"56672","1959274;","YOSHIKAMI, DOJU;"
"56673","6136894;","BULAJ, GRZEGORZ;"
"56674","1897194;","OLIVERA, BALDOMERO M;"
"56675","1861146;","BANDYOPADHYAY, PRADIP K;"
"56676","1858437;","RIVIER, JEAN E;"
"56677","1959274;","YOSHIKAMI, DOJU;"
"56678","1897194;","OLIVERA, BALDOMERO M;"
"56679","1867667;","DOWNING, KENNETH H;"
"56680","1867667;","DOWNING, KENNETH H;"
"56681","1868056;","BERGER, JAMES M;"
"56682","3090105;","NOGALES, EVA;"
"56683","1883099;","ECKENHOFF, RODERIC G;"
"56684","1864111;","CHAIKEN, IRWIN M;"
"56685","1898405;","HENDRICKSON, WAYNE A.;"
"56686","1864111;","CHAIKEN, IRWIN M;"
"56687","1864007;","SMITH, AMOS B;"
"56688","1870807;","FREIRE, ERNESTO;"
"56689","1864095;","SODROSKI, JOSEPH G;"
"56690","9240780;9240763 (contact);","LALONDE, JUDITH;LALONDE, JUDITH  (contact);"
"56691","1864111;","CHAIKEN, IRWIN M;"
"56692","1886219;","JULIANO, RUDOLPH;"
"56693","1862878;","KOLE, RYSZARD;"
"56694","1886219;","JULIANO, RUDOLPH;"
"56695","1857677;","SAMULSKI, RICHARD J;"
"56696","1857787;","HARRISON, STEPHEN COPLAN;"
"56697","1857787;","HARRISON, STEPHEN COPLAN;"
"56698","6711056;","WALZ, THOMAS;"
"56699","6219648;","SIGWORTH, FREDERICK J;"
"56700","6711056;","WALZ, THOMAS;"
"56701","6646931;","ADAMS, PAUL DAVID;"
"56702","1973528;","ADAMS, PAUL DAMIEN;"
"56703","1883241;","TERWILLIGER, THOMAS C.;"
"56704","6911205;","READ, RANDY J;"
"56705","6196183;","RICHARDSON, JANE SHELBY;"
"56706","1922833;","SCHIFFER, CELIA A.;"
"56707","1922833;","SCHIFFER, CELIA A.;"
"56708","1887016;","RANA, TARIQ M;"
"56709","1862963;","BOSNJAK, ZELJKO J.;"
"56710","1882764;","WARLTIER, DAVID C.;"
"56711","1862963;","BOSNJAK, ZELJKO J.;"
"56712","1922871;","KERSTEN, JUDY R.;"
"56713","1867332;","HARDER, DAVID RAE;"
"56714","7360183;","OLIVIER, MICHAEL;"
"56715","1876582;","KOMIVES, ELIZABETH A.;"
"56716","1876582;","KOMIVES, ELIZABETH A.;"
"56717","1872999;","GHOSH, GOURISANKAR;"
"56718","1873061;","WOLYNES, PETER GUY;"
"56719","2302665;","DYSON, HELEN JANE;"
"56720","7845920;","HOFFMANN, ALEXANDER;"
"56721","1964607;","TAMM, LUKAS K;"
"56722","9495882;","JAHN, REINHARD;"
"56723","1964607;","TAMM, LUKAS K;"
"56724","1868148;","CAFISO, DAVID S;"
"56725","1964607;","TAMM, LUKAS K;"
"56726","1868148;","CAFISO, DAVID S;"
"56727","9495882;","JAHN, REINHARD;"
"56728","7337985;","TUSCHL, THOMAS;"
"56729","7337985;","TUSCHL, THOMAS;"
"56730","3127711;","SANDER, CHRIS;"
"56731","2291968;","STOFFEL, MARKUS;"
"56732","1900251;","DOUDNA, JENNIFER A;"
"56733","1900251;","DOUDNA, JENNIFER A;"
"56734","1861974;","CATE, JAMIE H;"
"56735","1894961;","HERSHEY, JOHN W;"
"56736","1861267;","SARNOW, PETER;"
"56737","1863214;","LEARY, JULIE ANN;"
"56738","1923684;","LAIBLE, PHILIP D;"
"56739","1923684;","LAIBLE, PHILIP D;"
"56740","1923684;","LAIBLE, PHILIP D;"
"56741","1860217;","KAY, BRIAN KENNETH;"
"56742","1923684;","LAIBLE, PHILIP D;"
"56743","1965444;","METCALF, WILLIAM W.;"
"56744","1965444;","METCALF, WILLIAM W.;"
"56745","2279965;","VAN DER DONK, WILFRED A.;"
"56746","7816157;","ZHAO, HUIMIN;"
"56747","1886884;","KELLEHER, NEIL L;"
"56748","1868153;","RYAZANOV, ALEXEY G.;"
"56749","3129290;","FLEIG, ANDREA;"
"56750","1868153;","RYAZANOV, ALEXEY G.;"
"56751","1896113;","SCHARENBERG, ANDREW M;"
"56752","1944759;","STOKES, JOHN B;"
"56753","1892166;","YANG, BAOLI;"
"56754","8466638;","RAPPEL, WOUTER-JAN;"
"56755","8466638;","RAPPEL, WOUTER-JAN;"
"56756","1876869;","FIRTEL, RICHARD A;"
"56757","9197072;","LEVINE, HERBERT;"
"56758","1863075;","LOOMIS, WILLIAM F;"
"56759","8436406;","GROISMAN, ALEX;"
"56760","1890929;","LYBRAND, TERRY P;"
"56761","1923683;","HUSTEDT, ERIC J;"
"56762","1887471;","BETH, ALBERT H;"
"56763","1921957;","SANDERS, CHARLES R;"
"56764","1890929;","LYBRAND, TERRY P;"
"56765","8635593;","COBB, CHARLES E.;"
"56766","8155820;","BLAU, C. ANTHONY;"
"56767","8155820;","BLAU, C. ANTHONY;"
"56768","7770283;","MOON, RANDALL TODD;"
"56769","1876686;","MURRY, CHARLES E;"
"56770","1876206;","REH, THOMAS A;"
"56771","6660874;","WARE, CAROL B;"
"56772","1882754;","ZACK, JEROME A.;"
"56773","1989718;","SUN, YI EVE;"
"56774","9042937;","CLARK, AMANDER;"
"56775","1882754;","ZACK, JEROME A.;"
"56776","1882754;","ZACK, JEROME A.;"
"56777","9486417;","GALIC, ZORAN;"
"56778","1903173;","TEITELL, MICHAEL A;"
"56779","8752436;","PLATH, KATHRIN;"
"56780","7354242;","GOODELL, MARGARET;"
"56781","7353764;","SONGYANG, ZHOU;"
"56782","7354276;","COONEY, AUSTIN JOHN;"
"56783","1895809;","BARTON, MICHELLE ANN;"
"56784","7691607;","ZWAKA, THOMAS P.;"
"56785","7354242;","GOODELL, MARGARET;"
"56786","1896260;","BEHRINGER, RICHARD R;"
"56787","10603115;","THOMSON, JAMES ALEXANDER;"
"56788","7537017;","COON, JOSHUA J;"
"56789","10603115;","THOMSON, JAMES ALEXANDER;"
"56790","2096141;","SLUKVIN, IGOR I;"
"56791","1866109;","SMITH, LLOYD M;"
"56792","1892568;","OLSON, ARTHUR J.;"
"56793","1863334;","OAKLEY, BERL RAY;"
"56794","1863334;","OAKLEY, BERL RAY;"
"56795","7514411;","KELLER, NANCY P;"
"56796","2044142;","WANG, CHIA C;"
"56797","7691455;","DALTON, STEPHEN;"
"56798","7691455;","DALTON, STEPHEN;"
"56799","1868713;","GILBERT, DAVID M;"
"56800","2685370;","TIEMEYER, MICHAEL;"
"56801","9251609;","SCHULZ, THOMAS;"
"56802","9251590;","ROBINS, ALLAN;"
"56803","7691455;","DALTON, STEPHEN;"
"56804","1966433;","BAIRD, ANDREW;"
"56805","1857744;","DIPIETRO, LUISA A;"
"56806","3065014;","STEWART, PHILIP S;"
"56807","1877257;","SEMENZA, GREGG L;"
"56808","2093299;","WUTTKE, DEBORAH S.;"
"56809","1921463;","HANSON, PAUL R.;"
"56810","9363585;","SCHROEDER, FRANK CLEMENS;"
"56811","1864007;","SMITH, AMOS B;"
"56812","1873829;","HOUGHTEN, RICHARD A;"
"56813","1891483;","GEORG, GUNDA I.;"
"56814","7277467;","YU, MARVIN S;"
"56815","1863176;","WIPF, PETER;"
"56816","7857290;","KWON, OHYUN;"
"56817","1939975;","REYNOLDS, ROBERT C;"
"56818","6061748;","SCHAUS, SCOTT EDWARD;"
"56819","1863251;","MARTIN, STEPHEN;"
"56820","1880733;","MOLANDER, GARY A;"
"56821","7016782 (contact);6916736;","LUESCH, HENDRIK  (contact);PAUL, VALERIE JEAN;"
"56822","1965035;","ROBERTS, L JACKSON;"
"56823","1898932;","MARNETT, LAWRENCE J;"
"56824","6223662;","BREYER, RICHARD M.;"
"56825","1887898;","OATES, JOHN ALEXANDER;"
"56826","1956281;","BRASH, ALAN R.;"
"56827","1868924;","MORROW, JASON D.;"
"56828","6691073;","CAPRIOLI, RICHARD M;"
"56829","7118257;","NWARIAKU, FIEMU E.;"
"56830","1961809;","BANERJEE, ANIRBAN;"
"56831","1885371;","SILLIMAN, CHRISTOPHER C.;"
"56832","8552117;","ABRAHAM, EDWARD;"
"56833","1961809;","BANERJEE, ANIRBAN;"
"56834","2031381;","MOORE, ERNEST E;"
"56835","1961809;","BANERJEE, ANIRBAN;"
"56836","1867969;","MOORE, FRANCIS D;"
"56837","1872624;","CARROLL, MICHAEL CRAIG;"
"56838","2082591;","AUSTEN, KARL FRANK;"
"56839","1867969;","MOORE, FRANCIS D;"
"56840","1867969;","MOORE, FRANCIS D;"
"56841","1867969;","MOORE, FRANCIS D;"
"56842","1900674;","ROGERS, SELWYN O;"
"56843","1889274;","HERNDON, DAVID N.;"
"56844","1889274;","HERNDON, DAVID N.;"
"56845","2102120;","FERRANDO, ARNY A;"
"56846","1877227;","WOLFE, ROBERT R;"
"56847","1876490;","SING, CHARLES;"
"56848","1876484;","BOERWINKLE, ERIC A;"
"56849","1931123;","CLARK, ANDREW G.;"
"56850","1898145;","GIBBS, RICHARD A;"
"56851","1965156;","TEMPLETON, ALAN ROBERT;"
"56852","1876490;","SING, CHARLES;"
"56853","6615966;","PORCO, JOHN A;"
"56854","6615966;","PORCO, JOHN A;"
"56855","6615966;","PORCO, JOHN A;"
"56856","6615966;","PORCO, JOHN A;"
"56857","6061748;","SCHAUS, SCOTT EDWARD;"
"56858","6615966;","PORCO, JOHN A;"
"56859","1863176;","WIPF, PETER;"
"56860","1883114;","SORGER, PETER KARL;"
"56861","1883114;","SORGER, PETER KARL;"
"56862","1840203;","LAUFFENBURGER, DOUGLAS A.;"
"56863","6119700;","MANALIS, SCOTT R;"
"56864","1893068;","GRIFFITH, LINDA G;"
"56865","1881768;","SERRANO, ELBA E.;"
"56866","2118679;","KEATING, AMY E;"
"56867","1912633;","YAFFE, MICHAEL B;"
"56868","6620738;","DANUSER, GAUDENZ;"
"56869","7093830;","GUNAWARDENA, JEREMY;"
"56870","7735270;","HAN, JONGYOON;"
"56871","7933484;","MACBEATH, GAVIN;"
"56872","1840203;","LAUFFENBURGER, DOUGLAS A.;"
"56873","1883114;","SORGER, PETER KARL;"
"56874","1883114;","SORGER, PETER KARL;"
"56875","6119700;","MANALIS, SCOTT R;"
"56876","1883114;","SORGER, PETER KARL;"
"56877","7837510;","WHITE, FOREST M;"
"56878","1883114;","SORGER, PETER KARL;"
"56879","1840203;","LAUFFENBURGER, DOUGLAS A.;"
"56880","1840203;","LAUFFENBURGER, DOUGLAS A.;"
"56881","1883114;","SORGER, PETER KARL;"
"56882","1898338;","MURRAY, ANDREW W;"
"56883","1898338;","MURRAY, ANDREW W;"
"56884","6592953;","NELSON, DAVID R;"
"56885","9634542;","VERSTREPEN, KEVIN JOAN;"
"56886","8535386;","PAULSSON, JOHAN;"
"56887","9561874;","DRUMMOND, DAVID ALLAN;"
"56888","1880591;","ELOWITZ, MICHAEL B;"
"56889","9634587;","RAMANATHAN, SHARAD;"
"56890","9634598;","BRENNER, MICHAEL P;"
"56891","6764461;","BARKAI, NAAMA;"
"56892","1964871;","MITCHISON, TIMOTHY J;"
"56893","9348260;","BENENSON, YAAKOV;"
"56894","9634623;","KRONFORST, MARCUS R;"
"56895","9634638;","RIBBECK, KATHARINA;"
"56896","6474648;","CHEN, IRENE A;"
"56897","8801989;","KISHONY, ROY;"
"56898","1898338;","MURRAY, ANDREW W;"
"56899","9634466;","STERN, BODO;"
"56900","1865986;","AUBE, JEFFREY;"
"56901","1863190;","SCHREIBER, STUART L;"
"56902","1863190;","SCHREIBER, STUART L;"
"56903","10393334;","YOUNG, DAMIAN WINSTON;"
"56904","1879853;","JACOBSEN, ERIC N;"
"56905","1879023;","CLEMONS, PAUL ANDREW;"
"56906","8182255;","FOLEY, MICHAEL;"
"56907","1863190;","SCHREIBER, STUART L;"
"56908","1964867;","DEITCH, EDWIN A;"
"56909","1964867;","DEITCH, EDWIN A;"
"56910","2795201;","HAUSER, CARL J;"
"56911","7057179;","MACHIEDO, GEORGE W;"
"56912","1925369;","FEINMAN, RENA R;"
"56913","8419964;","KAISER, VICKI L;"
"56914","1964867;","DEITCH, EDWIN A;"
"56915","3054798;","XU, DAZHONG;"
"56916","1961688;","LIVINGSTON, DAVID H;"
"56917","6168347;","IYENGAR, SRINIVAS RAVI V;"
"56918","1878612;","DEVI, LAKSHMI A;"
"56919","6168347;","IYENGAR, SRINIVAS RAVI V;"
"56920","7013439;","SOBIE, ERIC A;"
"56921","6168347;","IYENGAR, SRINIVAS RAVI V;"
"56922","1881348;","KAPLAN, EHUD;"
"56923","6168347;","IYENGAR, SRINIVAS RAVI V;"
"56924","7869507;","MA'AYAN, AVI;"
"56925","2212841;","SIROVICH, LAWRENCE;"
"56926","2212841;","SIROVICH, LAWRENCE;"
